province_code,province,province_id,year,Emissions_Tons,Poverty_Rate_Percent,Tax_Score,Tax_Rate,Tax_Rate_Rp_Per_Ton,Government_Revenue_Rp,Government_Revenue_Trillions,National_Total_Trillions,Contribution_Percent
35,Jawa Timur,35,2017,118359920.0,11.485,0.46190980076789856,69.28646850585938,69286.46850585938,8200740869436.035,8.200740869436036,142.49052763509624,5.755288443058685
35,Jawa Timur,35,2018,169428140.0,10.915,0.5426713228225708,81.40069580078125,81400.69580078125,13791568484232.178,13.791568484232178,130.05684757562045,10.604261706568881
35,Jawa Timur,35,2019,150353940.0,10.285,0.5224974155426025,78.3746109008789,78374.6109008789,11783931544914.094,11.783931544914093,166.97311581775486,7.057382553593736
35,Jawa Timur,35,2020,0.0,11.275,0.3035888373851776,45.538326263427734,45538.326263427734,0.0,0.0,99.50137786527935,0.0
35,Jawa Timur,35,2021,139243510.41714668,10.858674096912145,0.4997059404850006,74.95589107275009,74955.89107275009,10437121399414.99,10.43712139941499,123.44367022788359,8.45496685261181
35,Jawa Timur,35,2022,62899908.0440253,9.94727243453264,0.4048779010772705,60.731685161590576,60731.685161590576,3820017412022.743,3.820017412022743,120.91342638475813,3.1592996131522075
35,Jawa Timur,35,2023,107051515.54896116,9.66466168500483,0.46838098764419556,70.25714814662933,70257.14814662933,7521134187244.558,7.521134187244558,191.78496065498481,3.921649623389836
35,Jawa Timur,35,2024,89278418.94465268,9.540204821750521,0.44564056396484375,66.84608459472656,66846.08459472656,5967912745257.691,5.967912745257691,196.38567731566025,3.038873723802767
35,Jawa Timur,35,2025,110030294.89493549,9.197810522466897,0.47818538546562195,71.72780781984329,71727.80781984329,7892231846584.617,7.892231846584617,160.23309227791265,4.925469348676187
35,Jawa Timur,35,2026,46778622.62078643,9.077766275852918,0.39456766843795776,59.185150265693665,59185.150265693665,2768599809033.4214,2.768599809033421,185.8465259730513,1.4897237355057593
35,Jawa Timur,35,2027,77662964.56957996,8.612840600684285,0.44210582971572876,66.31587445735931,66315.87445735931,5150287408382.609,5.150287408382609,247.10599362923398,2.0842422042219955
35,Jawa Timur,35,2028,62315058.33721638,8.361260317713022,0.4251347780227661,63.77021670341492,63770.21670341492,3973844774050.231,3.973844774050231,277.70974505192873,1.4309345800260502
35,Jawa Timur,35,2029,62304800.065665245,8.515528437271714,0.42302966117858887,63.45444917678833,63454.44917678833,3953516769236.7134,3.9535167692367135,197.20083671833044,2.0048174414613027
35,Jawa Timur,35,2030,65393808.588774204,7.854603655189274,0.4360950291156769,65.41425436735153,65414.25436735153,4277687229075.973,4.2776872290759735,197.01718290465732,2.1712254565867375
36,Banten,36,2010,10341240.0,7.16,0.3688822090625763,55.332332611083984,55332.332611083984,572204931291.0461,0.5722049312910461,78.1124105928088,0.7325403568376426
36,Banten,36,2011,16522180.0,6.32,0.38919612765312195,58.379417419433594,58379.417419433594,964555242899.0173,0.9645552428990173,103.47364981626575,0.9321747561932353
36,Banten,36,2012,12025650.0,5.78,0.3891313672065735,58.36970520019531,58369.70520019531,701933645340.7288,0.7019336453407288,78.72615407483158,0.8916142971667582
36,Banten,36,2013,11745650.0,5.815,0.3882792592048645,58.24188995361328,58241.88995361328,684088854733.6578,0.6840888547336579,123.95435609311565,0.551887707939658
36,Banten,36,2014,15118190.0,5.43,0.39797478914260864,59.69621658325195,59696.21658325195,902498744586.7539,0.9024987445867539,96.7359508401548,0.9329507145466848
36,Banten,36,2015,3129960.0,5.825,0.3747396171092987,56.210941314697266,56210.941314697266,175937997877.34985,0.17593799787734984,153.75591472698642,0.11442681615842264
36,Banten,36,2016,3238440.0,5.39,0.3799251914024353,56.98877716064453,56988.77716064453,184554735508.11768,0.18455473550811768,95.39733471479137,0.1934590060192766
36,Banten,36,2017,3574270.0,5.52,0.3789955675601959,56.849334716796875,56849.334716796875,203194871598.20557,0.20319487159820557,142.49052763509624,0.1426023715194367
36,Banten,36,2018,17869960.0,5.245,0.4042271375656128,60.634071350097656,60634.071350097656,1083528429663.3911,1.0835284296633911,130.05684757562045,0.8331190935820452
36,Banten,36,2019,77397110.0,5.015,0.48580360412597656,72.87054443359375,72870.54443359375,5639969543286.743,5.639969543286743,166.97311581775486,3.3777710355735153
36,Banten,36,2020,64220420.0,6.275,0.4555152356624603,68.32728576660156,68327.28576660156,4388006989391.1743,4.388006989391174,99.50137786527935,4.409996206617711
36,Banten,36,2021,44550988.3369866,5.627535211332142,0.43775618076324463,65.6634271144867,65663.4271144867,2925370575544.0664,2.925370575544066,123.44367022788359,2.369802007785151
36,Banten,36,2022,73229575.81538081,6.739834193848073,0.46108096837997437,69.16214525699615,69162.14525699615,5064714559651.58,5.06471455965158,120.91342638475813,4.188711469919951
36,Banten,36,2023,103053104.50398147,6.967620492801069,0.4959970712661743,74.39956068992615,74399.56068992615,7667105702829.271,7.6671057028292715,191.78496065498481,3.9977616996893497
36,Banten,36,2024,108590580.2270484,7.419175114482641,0.49777352809906006,74.66602921485901,74666.02921485901,8108027435691.287,8.108027435691287,196.38567731566025,4.128624626050942
36,Banten,36,2025,291208330.38030386,7.206501455940305,0.7343957424163818,110.15936136245728,110159.36136245728,32079323698121.74,32.07932369812174,160.23309227791265,20.020411041236404
36,Banten,36,2026,214537833.33670735,6.791037048213184,0.6418169736862183,96.27254605293274,96272.54605293274,20654103440004.566,20.654103440004565,185.8465259730513,11.113526783384433
36,Banten,36,2027,287359237.9261589,6.140140804760158,0.7347763776779175,110.21645665168762,110216.45665168762,31671716990350.484,31.671716990350486,247.10599362923398,12.817057378977129
36,Banten,36,2028,439543746.873219,6.424829380810261,0.9447116851806641,141.7067527770996,141706.7527770996,62286317072883.3,62.2863170728833,277.70974505192873,22.428567301891558
36,Banten,36,2029,313693516.7795849,6.978033731281757,0.7670568823814392,115.05853235721588,115058.53235721588,36093115650632.71,36.09311565063271,197.20083671833044,18.302719324759206
36,Banten,36,2030,282901506.0236144,6.866539364308118,0.725553572177887,108.83303582668304,108833.03582668304,30789029740490.617,30.789029740490616,197.01718290465732,15.627586024001966
51,Bali,51,2010,10579810.0,4.88,0.3969283103942871,59.53924560546875,59539.24560546875,629913906049.1943,0.6299139060491943,78.1124105928088,0.8064197497794103
51,Bali,51,2011,11644080.0,4.2,0.4047606587409973,60.7140998840332,60714.0998840332,706959836177.6733,0.7069598361776733,103.47364981626575,0.6832269253408912
51,Bali,51,2012,11564850.0,4.065,0.40568146109580994,60.85221862792969,60852.21862792969,703746780599.2126,0.7037467805992127,78.72615407483158,0.8939173885342858
51,Bali,51,2013,12573230.0,4.22,0.40604400634765625,60.90660095214844,60906.60095214844,765792702289.5813,0.7657927022895813,123.95435609311565,0.6178021704330511
