mode,lstm_mae_emission,lstm_mae_poverty,lstm_r2_emission,lstm_r2_poverty,anfis_mse,anfis_mae
from-com,0.013757523149251938,0.00770913902670145,0.9853025078773499,0.9966252446174622,1.5894936495897127e-06,0.000893542543053627
