province,year,emisi_bersih_scaled,poverty_scaled,province_id
Kepulauan Riau,2014,0.02498873282401488,0.0930894918303103,21
Kepulauan Riau,2015,0.0038669398403015248,0.07690001499025634,21
Kepulauan Riau,2016,0.012349050090733555,0.07390196372357968,21
Kepulauan Riau,2017,0.010589489462463634,0.0794483585669315,21
Kepulauan Riau,2018,0.0,0.07704991755359017,21
Kepulauan Riau,2019,0.0015519690378092248,0.07210313296357368,21
Kepulauan Riau,2020,0.009180573595745119,0.07734972268025786,21
DKI Jakarta,2010,0.040097920878149965,0.0010493179433368354,31
DKI Jakarta,2011,0.0453356894235507,0.00914405636336382,31
DKI Jakarta,2012,0.0660920002123166,0.007495128166691651,31
DKI Jakarta,2013,0.07438522022063086,0.005696297406685653,31
DKI Jakarta,2014,0.07229762425312732,0.0167890870933893,31
DKI Jakarta,2015,0.07547952509261693,0.009743666616699152,31
DKI Jakarta,2016,0.07453871700183516,0.00914405636336382,31
DKI Jakarta,2017,0.07331078691122879,0.009893569180032981,31
DKI Jakarta,2018,0.08698838343778563,0.003447758956678166,31
DKI Jakarta,2019,0.06790907797451018,0.0,31
DKI Jakarta,2020,0.1438671765326914,0.03492729725678311,31
Jawa Barat,2010,0.10662769161419176,0.23459751161744866,32
Jawa Barat,2011,0.13349578850934402,0.21600959376405338,32
Jawa Barat,2012,0.265758281606184,0.19622245540398742,32
Jawa Barat,2013,0.17705078720974382,0.1834807375206116,32
Jawa Barat,2014,0.20387609400679854,0.17583570679058613,32
Jawa Barat,2015,0.12135108432051576,0.18303102983061012,32
Jawa Barat,2016,0.12132392651831765,0.16234447609054115,32
Jawa Barat,2017,0.13544775002245488,0.14465597361714885,32
Jawa Barat,2018,0.13704791863928725,0.11707390196372358,32
Jawa Barat,2019,0.15545448339103887,0.1025333533203418,32
Jawa Barat,2020,0.24066235274178546,0.14120821466047068,32
Jawa Tengah,2010,0.09152806398961097,0.39319442362464396,33
Jawa Tengah,2011,0.14131516006808614,0.3692100134912307,33
Jawa Tengah,2012,0.1830847209498289,0.35122170589117074,33
Jawa Tengah,2013,0.17902630756427368,0.3314345675311048,33
Jawa Tengah,2014,0.18912291603611256,0.3170439214510568,33
Jawa Tengah,2015,0.18986474354688668,0.29995502923099987,33
Jawa Tengah,2016,0.1985977653942125,0.29335931644431124,33
Jawa Tengah,2017,0.21864843699562111,0.2750712037175836,33
Jawa Tengah,2018,0.1734221736433662,0.2341478039274472,33
Jawa Tengah,2019,0.18739311859269064,0.21720881427072403,33
Jawa Tengah,2020,0.2034727675248856,0.24524059361415082,33
DI Yogyakarta,2010,0.012998364437922254,0.40128916204467097,34
DI Yogyakarta,2011,0.021090064722120928,0.378803777544596,34
DI Yogyakarta,2012,0.012313700788848045,0.3753560185879179,34
DI Yogyakarta,2013,0.01357435271917605,0.35332034177784444,34
DI Yogyakarta,2014,0.014773513203063611,0.33967920851446565,34
DI Yogyakarta,2015,0.015740176404718552,0.31749362914105833,34
DI Yogyakarta,2016,0.019564833975744152,0.2930595113176436,34
DI Yogyakarta,2017,0.029987026960764614,0.27716983960425723,34
DI Yogyakarta,2018,0.010561625115818091,0.2555838704841853,34
DI Yogyakarta,2019,0.011360572329264197,0.24359166541747868,34
DI Yogyakarta,2020,0.019084847421284988,0.27267276270424223,34
Jawa Timur,2010,0.23982587035456962,0.3542197571578474,35
Jawa Timur,2011,0.20133641999050933,0.32333982911107784,35
Jawa Timur,2012,0.2720502586261791,0.2936591215709789,35
Jawa Timur,2013,0.24476547714315464,0.2756708139709189,35
Jawa Timur,2014,0.24235346687671055,0.2669764652975566,35
Jawa Timur,2015,0.3862123415121447,0.26577724479088594,35
Jawa Timur,2016,0.207460239432016,0.25498426023084997,35
Jawa Timur,2017,0.2613329508572725,0.2410433218408035,35
Jawa Timur,2018,0.3740890986109071,0.2239544296207465,35
Jawa Timur,2019,0.33197419205096873,0.20506670664068358,35
Jawa Timur,2020,0.0,0.23474741418078252,35
Banten,2010,0.022832955317334282,0.11137760455703795,36
Banten,2011,0.03648017043265161,0.086193973916954,36
Banten,2012,0.02655205073201096,0.07000449707690003,36
Banten,2013,0.025933824340509205,0.07105381502023687,36
Banten,2014,0.03338022874906394,0.05951131764353171,36
Banten,2015,0.006910799558374393,0.07135362014690452,36
Banten,2016,0.007150318126053358,0.058312097136861044,36
Banten,2017,0.007891814444117766,0.06220956378354069,36
Banten,2018,0.0394560031681453,0.05396492280017989,36
Banten,2019,0.17088905724272974,0.04706940488682356,36
Banten,2020,0.14179556613331099,0.08484485084694951,36
Bali,2010,0.023359706282407758,0.04302203567681008,51
Bali,2011,0.025709562716991943,0.022635287063408796,51
Bali,2012,0.02553462672771093,0.01858791785339531,51
Bali,2013,0.027761080758648568,0.023234897316744114,51
Bali,2014,0.02736066877258127,0.03597661520011992,51
Bali,2015,0.0264425584221732,0.04646979463348824,51
Bali,2016,0.02709706145514772,0.022635287063408796,51
Bali,2017,0.029155379987110864,0.022485384500074968,51
Bali,2018,0.030008731123009124,0.015439964023384805,51
Bali,2019,0.03956240434602555,0.007645030730025495,51
Bali,2020,0.02622701820667891,0.020086943486733635,51
Nusa Tenggara Barat,2010,0.018238517570833068,0.5427971818318094,52
Nusa Tenggara Barat,2011,0.018705631768640606,0.48823264877829414,52
Nusa Tenggara Barat,2012,0.0113073386210531,0.44611002848148706,52
Nusa Tenggara Barat,2013,0.009998752065869726,0.42467396192474893,52
Nusa Tenggara Barat,2014,0.00923515415430913,0.4108829260980363,52
Nusa Tenggara Barat,2015,0.12046169941779854,0.40098935691800336,52
Nusa Tenggara Barat,2016,0.06791311852556892,0.38390046469794636,52
Nusa Tenggara Barat,2017,0.07463549151161916,0.3632139109578774,52
Nusa Tenggara Barat,2018,0.017140790374179756,0.33713086493779043,52
Nusa Tenggara Barat,2019,0.04314348071879946,0.3230400239844102,52
Nusa Tenggara Barat,2020,0.03548683517810616,0.31944236246439817,52
Nusa Tenggara Timur,2010,0.002042156327728169,0.587168340578624,53
Nusa Tenggara Timur,2011,0.0,0.533203417778444,53
Nusa Tenggara Timur,2012,0.016405078888778686,0.5156648178683856,53
Nusa Tenggara Timur,2013,0.021464687835857008,0.5003747564083346,53
Nusa Tenggara Timur,2014,0.04066631380659388,0.4876330385249588,53
Nusa Tenggara Timur,2015,0.03605728150135043,0.5741268175685804,53
Nusa Tenggara Timur,2016,0.0652842432727916,0.5592864637985311,53
Nusa Tenggara Timur,2017,0.011450480110199737,0.5447459151551491,53
Nusa Tenggara Timur,2018,0.00762385746242972,0.5320041972717734,53
Nusa Tenggara Timur,2019,0.013396877585787082,0.5219607255284066,53
Nusa Tenggara Timur,2020,0.012738841830575411,0.5279568280617599,53
Kalimantan Barat,2010,0.3072778140715922,0.1671413581172238,61
Kalimantan Barat,2011,0.20680836386120535,0.15454954279718183,61
Kalimantan Barat,2012,0.15922074064758154,0.13850996852046168,61
Kalimantan Barat,2013,0.31540080102710366,0.15125168640383752,61
Kalimantan Barat,2014,0.15341356351609373,0.14570529156048567,61
Kalimantan Barat,2015,0.157690254976877,0.143606655673812,61
Kalimantan Barat,2016,0.2656771835513273,0.13461250187378207,61
Kalimantan Barat,2017,0.748776640368788,0.13266376855044223,61
Kalimantan Barat,2018,0.24829621222404913,0.12366961475041224,61
Kalimantan Barat,2019,0.20194126619653788,0.11812321990706041,61
Kalimantan Barat,2020,0.07904587442956472,0.11272672762704244,61
Kalimantan Tengah,2010,0.21553608662517543,0.09968520461699895,62
Kalimantan Tengah,2011,0.23015632384217458,0.09338929695697797,62
Kalimantan Tengah,2012,0.19980010532811351,0.08709338929695698,62
Kalimantan Tengah,2013,0.25546271463385145,0.07899865087693,62
Kalimantan Tengah,2014,0.3484586467925134,0.078099235496927,62
Kalimantan Tengah,2015,0.8156986978297516,0.07435167141358118,62
Kalimantan Tengah,2016,0.3999693801300095,0.06190975865687304,62
Kalimantan Tengah,2017,0.1833599420916171,0.056063558686853567,62
Kalimantan Tengah,2018,0.34328669727829364,0.05066706640683556,62
Kalimantan Tengah,2019,0.8608696740789951,0.04347174336681157,62
Kalimantan Tengah,2020,0.38378783424078666,0.04781891770349274,62
Kalimantan Selatan,2010,0.04891109136123118,0.05291560485684306,63
Kalimantan Selatan,2011,0.06160588456141209,0.05531404587018439,63
Kalimantan Selatan,2012,0.06963768312417704,0.04766901514015891,63
Kalimantan Selatan,2013,0.06296585014563205,0.03957427672013191,63
Kalimantan Selatan,2014,0.07140653922783347,0.03897466646679659,63
Kalimantan Selatan,2015,0.13054165993609482,0.04227252286014093,63
Kalimantan Selatan,2016,0.07351508865410614,0.03717583570679058,63
Kalimantan Selatan,2017,0.09351698660912804,0.03807525108679359,63
Kalimantan Selatan,2018,0.08180554872317261,0.03447758956678159,63
Kalimantan Selatan,2019,0.08326076533071182,0.03192924599010643,63
Kalimantan Selatan,2020,0.07367613662909234,0.03477739469344928,63
Kalimantan Timur,2010,0.06355727200715941,0.12636786089042124,64
Kalimantan Timur,2011,0.05700513207391197,0.09968520461699895,64
Kalimantan Timur,2012,0.051519896335798676,0.09248988157697499,64
Kalimantan Timur,2013,0.0770357775561387,0.08319592265027732,64
Kalimantan Timur,2014,0.04843395306407572,0.0875430969869585,64
Kalimantan Timur,2015,0.07985003240831062,0.08154699445360516,64
Kalimantan Timur,2016,0.07668833432411472,0.07824913806026083,64
Kalimantan Timur,2017,0.06404560461790386,0.08064757907360216,64
Kalimantan Timur,2018,0.09403018075261645,0.07794933293359317,64
Kalimantan Timur,2019,0.10216575303109776,0.07435167141358118,64
Kalimantan Timur,2020,0.0889867340097731,0.08769299955029232,64
Sulawesi Utara,2010,0.0,0.16953979913056513,71
Sulawesi Utara,2011,0.0,0.15185129665717284,71
Sulawesi Utara,2012,0.0,0.13386298905711289,71
Sulawesi Utara,2013,0.00879186375208839,0.14225753260380752,71
Sulawesi Utara,2014,0.0014133538490289385,0.15170139409383904,71
Sulawesi Utara,2015,0.0,0.16099535302053664,71
Sulawesi Utara,2016,0.0,0.14465597361714885,71
Sulawesi Utara,2017,0.0,0.13656123519712188,71
Sulawesi Utara,2018,0.011144789239116102,0.12741717883375808,71
Sulawesi Utara,2019,0.0,0.12411932244041377,71
Sulawesi Utara,2020,0.0,0.1275670813970919,71
Sulawesi Tengah,2010,0.0,0.4384649977514616,72
Sulawesi Tengah,2011,0.0,0.37130864937790437,72
Sulawesi Tengah,2012,0.0,0.3515215110178384,72
Sulawesi Tengah,2013,0.0,0.3312846649677709,72
Sulawesi Tengah,2014,0.0,0.3095487932843652,72
Sulawesi Tengah,2015,0.039251900140893796,0.3273871983210913,72
Sulawesi Tengah,2016,0.010883323634538825,0.3245390496177485,72
Sulawesi Tengah,2017,0.02998086677636358,0.32184080347773947,72
Sulawesi Tengah,2018,0.0,0.3119472342977065,72
Sulawesi Tengah,2019,0.012717358463470725,0.29635736771098786,72
Sulawesi Tengah,2020,0.03402965349382255,0.2861639934042872,72
Sulawesi Selatan,2010,0.017568139367305346,0.24449108079748164,73
Sulawesi Selatan,2011,0.017742722084362644,0.20521660920401738,73
Sulawesi Selatan,2012,0.028024334803858405,0.19547294258731826,73
Sulawesi Selatan,2013,0.027154865622753134,0.1944236246439814,73
Sulawesi Selatan,2014,0.037371100901347584,0.1938240143906461,73
Sulawesi Selatan,2015,0.02104447052574767,0.1891770349272973,73
Sulawesi Selatan,2016,0.0697247205682949,0.1761355119172538,73
Sulawesi Selatan,2017,0.09250848272847682,0.1794333683105981,73
Sulawesi Selatan,2018,0.06335266115108631,0.16549242992055163,73
Sulawesi Selatan,2019,0.08366488667512813,0.155299055613851,73
Sulawesi Selatan,2020,0.0661680641379853,0.16219457352720734,73
Sulawesi Tenggara,2010,0.026323770636948938,0.40788487483135966,74
Sulawesi Tenggara,2011,0.08887437136311765,0.3332333982911108,74
Sulawesi Tenggara,2012,0.10976978308997146,0.29800629590766003,74
Sulawesi Tenggara,2013,0.016007890511752793,0.29485834207764955,74
Sulawesi Tenggara,2014,0.039352980155904334,0.2987558087243292,74
Sulawesi Tenggara,2015,0.01838329294401439,0.2960575625843202,74
Sulawesi Tenggara,2016,0.030666192810857258,0.2812172088142707,74
Sulawesi Tenggara,2017,0.10797884747233283,0.2681756858042273,74
Sulawesi Tenggara,2018,0.0912325959335011,0.24074351671413582,74
Sulawesi Tenggara,2019,0.09339647662181316,0.23070004497076904,74
Sulawesi Tenggara,2020,0.06282661673046026,0.23684605006745618,74
Gorontalo,2010,0.0,0.5919652226053066,75
Gorontalo,2011,0.0,0.45885174636486287,75
Gorontalo,2012,0.0,0.4146304901813821,75
Gorontalo,2013,0.0050262247219372246,0.429171038824764,75
Gorontalo,2014,0.0,0.41912756708139715,75
Gorontalo,2015,0.0055751214395348535,0.44356168490481185,75
Gorontalo,2016,1.541150075957944e-05,0.42662269524808877,75
Gorontalo,2017,0.0022375379469567057,0.4182281517013941,75
Gorontalo,2018,0.0017852170235172437,0.38599910058462006,75
Gorontalo,2019,0.0040415446368728064,0.3588667366211962,75
Gorontalo,2020,0.008398539290009383,0.35856693149452856,75
Maluku,2010,0.0,0.7283765552390946,81
Maluku,2011,0.0,0.586268925198621,81
Maluku,2012,0.0,0.5344026382851147,81
Maluku,2013,0.0,0.4777394693449258,81
Maluku,2014,0.0,0.4599010643081997,81
Maluku,2015,0.0,0.47938839754159795,81
Maluku,2016,0.0,0.4729425873182431,81
Maluku,2017,0.0,0.4474591515514916,81
Maluku,2018,0.0,0.4359166541747864,81
Maluku,2019,0.0,0.42647279268475496,81
Maluku,2020,0.0,0.4278219157547594,81
Maluku Utara,2010,0.0,0.17913356318393045,82
Maluku Utara,2011,0.0,0.17193824014390646,82
Maluku Utara,2012,0.0,0.14450607105381505,82
Maluku Utara,2013,0.0,0.12366961475041224,82
Maluku Utara,2014,0.0,0.11722380452705744,82
Maluku Utara,2015,0.0,0.09248988157697499,82
Maluku Utara,2016,0.0,0.08769299955029232,82
Maluku Utara,2017,0.0,0.08844251236696148,82
Maluku Utara,2018,0.0,0.09548793284365163,82
Maluku Utara,2019,0.0,0.10178384050367262,82
Maluku Utara,2020,0.0,0.10283315844700947,82
Papua,2010,0.0,1.0,91
Papua,2011,0.0,0.855493928946185,91
Papua,2012,0.0,0.8226652675760757,91
Papua,2013,0.0,0.8360065957127867,91
Papua,2014,0.0,0.7639034627492131,91
Papua,2015,0.0,0.7447159346424824,91
Papua,2016,0.0,0.7502623294858343,91
Papua,2017,0.0,0.7268775296057564,91
Papua,2018,0.0129289464459622,0.7237295757757458,91
Papua,2019,0.00803040755338407,0.707390196372358,91
Papua,2020,0.008461355507288756,0.6977964323189927,91
Papua Barat,2010,0.0,0.9424374156798083,92
Papua Barat,2011,0.0,0.8536950981861791,92
Papua Barat,2012,0.0,0.7247788937190827,92
Papua Barat,2013,0.0,0.7033428271623445,92
Papua Barat,2014,0.0,0.6970469195023236,92
Papua Barat,2015,0.0,0.6694648478488983,92
Papua Barat,2016,0.0,0.6508769299955031,92
Papua Barat,2017,0.0,0.6195472942587319,92
Papua Barat,2018,0.00011147946609615558,0.5813221406086044,92
Papua Barat,2019,0.0,0.5514915305051716,92
Papua Barat,2020,0.00022543183775831818,0.5423474741418078,92
